12083_8#34	T358_N01_C02
12083_8#35	T358_N01_C03
12083_8#36	T358_N01_C04
12083_8#37	T358_N01_C05
12083_8#38	T358_N01_C06
12083_8#39	T358_N01_C07
12083_8#40	T358_N01_C08
12083_8#41	T358_N01_C09
4925_6#1	T358_N02_C01
12083_8#42	T358_N02_C02
12083_8#43	T358_N02_C03
12083_8#44	T358_N02_C04
12083_8#45	T358_N02_C05
12083_8#46	T358_N02_C06
12083_8#47	T358_N02_C07
12083_8#48	T358_N02_C08
12083_8#49	T358_N02_C09
12083_8#70	T358_W01_C01
12083_8#69	T358_W02_C01
5704_7#12	T035_N02_C01
5704_7#11	T035_N04_C01
12083_6#40	T035_N04_C02
5150_8#9	T040_N01_C01
5150_8#1	T056_H01_C01
5150_8#6	T059_N01_C01
5150_8#7	T059_N02_C01
12083_6#49	T059_N02_C02
12083_6#50	T059_N02_C03
12083_6#51	T059_N02_C04
12083_6#52	T059_N02_C05
12083_6#53	T059_N02_C06
12083_6#54	T059_N02_C07
12083_6#55	T059_N02_C08
12083_6#56	T059_N02_C09
5150_8#8	T059_N03_C01
12083_6#57	T059_N03_C02
12083_6#58	T059_N03_C03
12083_6#59	T059_N03_C04
12083_6#60	T059_N03_C05
12083_6#61	T059_N03_C06
12083_6#62	T059_N03_C07
12083_6#63	T059_N03_C08
12083_6#64	T059_N03_C09
5704_7#10	T065_N02_C01
5704_7#9	T065_N03_C01
12083_6#65	T065_N03_C02
12083_6#66	T065_N03_C03
12083_6#67	T065_N03_C04
12083_6#68	T065_N03_C05
12083_6#69	T065_N03_C06
12083_6#70	T065_N03_C07
12083_6#71	T065_N03_C08
12083_6#72	T065_N03_C09
12378_8#33	T065_T03_C01
5704_7#8	T069_N01_C01
12378_8#34	T071_C02_C01
12378_8#35	T071_C03_C01
5704_8#4	T071_N02_C01
5704_8#3	T071_N03_C01
12054_7#1	T071_N03_C02
12083_6#73	T071_N04_C01
12083_6#74	T071_N04_C02
12083_6#75	T071_N04_C03
12083_6#76	T071_N04_C04
12083_6#77	T071_N04_C05
12083_6#78	T071_N04_C06
12083_6#79	T071_N04_C07
12083_6#80	T071_N04_C08
5704_8#2	T073_N01_C01
12378_8#36	T075_A02_C01
5227_2#12	T077_N02_C01
5704_7#7	T087_C01_C01
10702_4#35	T092_N03_C01
12083_6#89	T092_N03_C02
12083_6#90	T092_N03_C03
12083_6#91	T092_N03_C04
12083_6#92	T092_N03_C05
12083_8#55	T092_N03_C06
12083_8#56	T092_N03_C07
12083_8#57	T092_N03_C08
5227_2#9	T092_N04_C01
5227_2#10	T092_T01_C01
12378_8#37	T092_T02_C01
12378_8#38	T092_T03_C01
5227_2#8	T095_N01_C01
12054_7#2	T095_N01_C02
12054_7#3	T095_N01_C03
12054_7#4	T095_N01_C04
12054_7#5	T095_N01_C05
12054_7#6	T095_N01_C06
12054_7#7	T095_N01_C07
12054_7#8	T095_N01_C08
12054_7#9	T095_N01_C09
5704_8#1	T095_N02_C01
12378_8#39	T095_T01_C01
5704_7#6	T099_N05_C01
12054_7#10	T099_N05_C02
12054_7#11	T099_N05_C03
12054_7#12	T099_N05_C04
12054_7#13	T099_N05_C05
12054_7#14	T099_N05_C06
12054_7#15	T099_N05_C07
12054_7#16	T099_N05_C08
12054_7#17	T099_N05_C09
5227_2#5	T099_N07_C01
12054_7#18	T099_N07_C02
12054_7#19	T099_N07_C03
12054_7#20	T099_N07_C04
12054_7#21	T099_N07_C05
12054_7#22	T099_N07_C06
12054_7#23	T099_N07_C07
12054_7#24	T099_N07_C08
12054_7#25	T099_N07_C09
12378_8#40	T099_W01_C01
12162_7#90	T009_A04_C01
4950_2#1	T009_N03_C01
12083_8#89	T009_N07_C01
12083_8#90	T009_N07_C02
12083_8#91	T009_N07_C03
12083_8#92	T009_N07_C04
12083_8#93	T009_N07_C05
12083_8#94	T009_N07_C06
12162_7#1	T009_N07_C07
12162_7#2	T009_N07_C08
12162_7#10	T009_N08_C01
12162_7#3	T009_N08_C02
12162_7#4	T009_N08_C03
12162_7#5	T009_N08_C04
12162_7#6	T009_N08_C05
12162_7#7	T009_N08_C06
12162_7#8	T009_N08_C07
12162_7#9	T009_N08_C08
4925_8#12	T009_N09_C01
12162_7#11	T009_N09_C02
12162_7#12	T009_N09_C03
12162_7#13	T009_N09_C04
12162_7#14	T009_N09_C05
12162_7#15	T009_N09_C06
12162_7#16	T009_N09_C07
12162_7#17	T009_N09_C08
12162_7#18	T009_N09_C09
12162_7#91	T009_T03_C01
12162_7#92	T009_T04_C01
12162_7#93	T009_T05_C01
12378_8#1	T009_T06_C01
